0.0	0.0
0.000133  -0.001406
0.000404  -0.002209
0.000823  -0.003044
0.001984  -0.004752
0.006527  -0.009200
0.018217  -0.016501
0.035069  -0.023802
0.056732  -0.030906
0.083012  -0.037749
0.113543  -0.044354
0.147969  -0.050900
0.185274  -0.058241
0.222707  -0.065209
0.260141  -0.069265
0.298681  -0.069043
0.339928  -0.064363
0.384494  -0.056151
0.432764  -0.045217
0.484697  -0.032983
0.539472  -0.020657
0.596075  -0.009137
0.653366   0.000870
0.710118   0.008837
0.765052   0.014417
0.816887   0.017443
0.864382   0.017898
0.906198   0.015809
0.940771   0.011862
0.967294   0.007357
0.985736   0.003455
0.996488   0.000893
1.000000   0.000000
