1.000000   0.000000
0.996570   0.001028
0.986818   0.004448
0.971880   0.010231
0.952717   0.017662
0.929752   0.025751
0.902833   0.033652
0.871528   0.041271
0.836114   0.048876
0.797069   0.056458
0.754897   0.063941
0.710138   0.071218
0.663351   0.078157
0.615114   0.084609
0.566008   0.090410
0.516608   0.095384
0.467478   0.099348
0.419157   0.102112
0.372156   0.103477
0.326954   0.103210
0.283877   0.100852
0.242544   0.096429
0.203250   0.090486
0.166441   0.083300
0.132516   0.075080
0.101858   0.066025
0.074808   0.056299
0.051611   0.046093
0.032528   0.035620
0.017669   0.025116
0.007250   0.014931
0.001302   0.005460
0.000279   0.002274
0.000007   0.000333
0.0	0.0
